source,source_id,name,aliases,raw_classes,piru_category,default_route,routes,units,dose_threshold,dose_light,dose_common,dose_strong,dose_heavy,onset,peak,total_duration,half_life_min,mechanism_summary,effects,indications,contraindications,regulatory_status,cas_no,chemical_formula,tags,sources_count,notes
benzos-cited,66f942b1febd4e799dc559c4,Demetrin,,,Other,oral,oral,mg,,5-10,10-20,20-40,,,,,,,,,,,,,,0,"Benzodiazepine dervative. Has all the normal benzodiazepine-like quality (Anxiolytic/anticonvulsant/sedative/Skeletal muscle relaxant) It is also a prodrug for Desmethyldiazepam which is responsible for most if not all of the effects of Prazepam. | Avoid: All other CNS depressants, and Cimetidine | Prazepam - 15mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559c5,Depas,,,Other,oral,oral,mg,,0.5-1,1-2,2-4,,,,,,,,,,,,,,0,"A thienodiazepine anxiolytic. Similar in action to benzodiazepine drugs. Relieves anxiety, causes sedation and mild euphoria. High doses can lead to losing memory of what happened while on the drug. Users often compulsively re-dose frequently leading to accidental blackouts. Can be found in pressed pharmaceutical pills from various countries, clandestine pill presses, or as a powder | Avoid: Other depressants such as Alcohol and Opioids. | Etizolam - 1mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559c6,Desmethyldiazepam,,,Other,oral,oral,mg,,2.5-5,5-15,15-30,,,,,,,,,,,,,,0,"Has all the normal benzodiazepine effects. Such as being an anti-convulsant, muscle relaxant, sedative effects, and anxiolytic. Active metabolite of Diazepam, Chlordiazepoxide, Clorazepate, among many others, which is where most of its effects come from. Has one of the longest lasting half-lifes in the class. | Avoid: All other CNS depressants. | Nordazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559c7,Diazepam,valium,benzodiazepine; habit-forming; depressant; common,Benzodiazepine,oral,oral,mg,,2.5-5,5-15,,15-30,30-90 minutes,,10-24 hours,,,"Memory loss, Blackout potential, Motor skill impairment, Dizziness, Depression, Irritability, Aggression, Rage, Personality changes, Drowsiness, Appetite fluctuation, Euphoria, Relaxation, Anxiety suppression, Muscle relaxation, Emotional and social dissociation or de-realization (normally seen with long term use)",,,,,,,6,A very common and widely prescribed benzodiazepine with hypnotic and sedative qualities. The metre by which other benzodiazepines are compared. May cause amnesia and lowered inhibitions in excess. Has a relatively long half-life in comparison with other benzodiazepines. | Avoid: All other CNS depressants | Diazepam - 10mg ~=10mg Diazepam. | After-effects: 1-120 hours
benzos-cited,66f942b1febd4e799dc559c8,Diclazepam,,benzodiazepine; habit-forming; depressant,Benzodiazepine,oral,oral,mg,,0.25-1,1-2,2,,15-90 minutes,,8-12 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,0,"A benzodiazepine drug and analogue of diazepam first synthesised by Leo Sternbach at Hoffman-LaRoche in 1960, it has become prominent as an RC benzodiazepine on the grey market in recent years, particularly with the decline in etizolam availability. A sedative and hypnotic it is of intermediate to long half life with similar effects to diazepam, though 10x more potent. | Diclazepam - 1mg ~=10mg Diazepam. | After-effects: 1-24 hours"
benzos-cited,66f942b1febd4e799dc559c9,Doral,,,Other,oral,oral,mg,,7.5-10,10-15,15-30,,,,,,,,,,,,,,0,"Benzodiazepine derivate drug, noral is prescribed for short term treatment of insomnia, and sleep maintenance. its MOA is very similar to Ambien and Sonata and substitutes for those in animal studies. | Quazepam - 20mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559ca,Dormin,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559cb,Dormonoct,,,Other,oral,oral,mg,,0.25-0.5,0.5-1.5,1.5-3,,,,,,,,,,,,,,0,Is an Imidazolobenzidazepine derivative that has all the classic benzodiazepine effects. Is usually only prescribed for a short amount of time for insomnia. | Lopazolam - 1-2mg's ~=10mg Diazepam.
benzos-cited,66f942b1febd4e799dc559cc,Dreem,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559cd,Elprazolam,,,Other,oral,oral,mg,,0.5-1,1-2,2-4,,,,,,,,,,,,,,0,"A rarely prescribed medium-duration prescription benzodiazepine. Mainly used as a hypnotic, it can cause amnesia and lowered inhibitions in excess. | Avoid: All other CNS depressants. | Estazolam - 1-2mg's ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559ce,Enzed,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559cf,Estazolam,prosom; eurodin; elprazolam,benzodiazepine; habit-forming; depressant,Benzodiazepine,oral,oral,mg,,0.5-1,1-2,2-4,,30-60 minutes,,7-12 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,0,"A rarely prescribed medium-duration prescription benzodiazepine. Mainly used as a hypnotic, it can cause amnesia and lowered inhibitions in excess. | Avoid: All other CNS depressants. | Estazolam - 1-2mg's ~=10mg Diazepam. | After-effects: 2-24 hours"
benzos-cited,66f942b1febd4e799dc559d0,Etilaam,,,Other,oral,oral,mg,,0.5-1,1-2,2-4,,,,,,,,,,,,,,0,"A thienodiazepine anxiolytic. Similar in action to benzodiazepine drugs. Relieves anxiety, causes sedation and mild euphoria. High doses can lead to losing memory of what happened while on the drug. Users often compulsively re-dose frequently leading to accidental blackouts. Can be found in pressed pharmaceutical pills from various countries, clandestine pill presses, or as a powder | Avoid: Other depressants such as Alcohol and Opioids. | Etizolam - 1mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559d1,Etiz,,,Other,oral,oral,mg,,0.5-1,1-2,2-4,,,,,,,,,,,,,,0,"A thienodiazepine anxiolytic. Similar in action to benzodiazepine drugs. Relieves anxiety, causes sedation and mild euphoria. High doses can lead to losing memory of what happened while on the drug. Users often compulsively re-dose frequently leading to accidental blackouts. Can be found in pressed pharmaceutical pills from various countries, clandestine pill presses, or as a powder | Avoid: Other depressants such as Alcohol and Opioids. | Etizolam - 1mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559d2,Etizest,,,Other,oral,oral,mg,,0.5-1,1-2,2-4,,,,,,,,,,,,,,0,"A thienodiazepine anxiolytic. Similar in action to benzodiazepine drugs. Relieves anxiety, causes sedation and mild euphoria. High doses can lead to losing memory of what happened while on the drug. Users often compulsively re-dose frequently leading to accidental blackouts. Can be found in pressed pharmaceutical pills from various countries, clandestine pill presses, or as a powder | Avoid: Other depressants such as Alcohol and Opioids. | Etizolam - 1mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559d3,Etizola,,,Other,oral,oral,mg,,0.5-1,1-2,2-4,,,,,,,,,,,,,,0,"A thienodiazepine anxiolytic. Similar in action to benzodiazepine drugs. Relieves anxiety, causes sedation and mild euphoria. High doses can lead to losing memory of what happened while on the drug. Users often compulsively re-dose frequently leading to accidental blackouts. Can be found in pressed pharmaceutical pills from various countries, clandestine pill presses, or as a powder | Avoid: Other depressants such as Alcohol and Opioids. | Etizolam - 1mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559d4,Etizolam,etiz; etizest; etilaam; sedekopan; depas; etizola; inxity; zoly; lamet; towa,benzodiazepine; research-chemical; habit-forming; depressant,Benzodiazepine,oral,oral,mg,,0.5-1,1-2,2-4,,10-40 minutes,,5-8 hours,,,"anxiolytic, hypnotic, sedative, muscle relaxant, amnesia, dystaxia",,,,,,,7,"A thienodiazepine anxiolytic. Similar in action to benzodiazepine drugs. Relieves anxiety, causes sedation and mild euphoria. High doses can lead to losing memory of what happened while on the drug. Users often compulsively re-dose frequently leading to accidental blackouts. Can be found in pressed pharmaceutical pills from various countries, clandestine pill presses, or as a powder | Avoid: Other depressants such as Alcohol and Opioids. | Etizolam - 1mg ~=10mg Diazepam. | After-effects: 6-24 hours"
benzos-cited,66f942b1febd4e799dc559d5,Eurodin,,,Other,oral,oral,mg,,0.5-1,1-2,2-4,,,,,,,,,,,,,,0,"A rarely prescribed medium-duration prescription benzodiazepine. Mainly used as a hypnotic, it can cause amnesia and lowered inhibitions in excess. | Avoid: All other CNS depressants. | Estazolam - 1-2mg's ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559d6,F-lam,,,Other,oral,oral,µg,80,100-200,200-400,400-600,,,,,,,,,,,,,,0,"A very potent benzodiazepine derivative that is related to Triazolam and Pyrazolam. Popular in the research chemical scene, it is a potent sedative, hypnotic and anxiolytic. Potential for amnesia and reduced inhibitions in higher dose. Not to be confused with Flubromazepam, which is much less potent and has a much longer half-life. | Avoid: All other CNS depressants. | Flubromazolam - 0.25mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559d7,Flam,,,Other,oral,oral,µg,80,100-200,200-400,400-600,,,,,,,,,,,,,,0,"A very potent benzodiazepine derivative that is related to Triazolam and Pyrazolam. Popular in the research chemical scene, it is a potent sedative, hypnotic and anxiolytic. Potential for amnesia and reduced inhibitions in higher dose. Not to be confused with Flubromazepam, which is much less potent and has a much longer half-life. | Avoid: All other CNS depressants. | Flubromazolam - 0.25mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559d8,Flubromazepam,,benzodiazepine; research-chemical; habit-forming; depressant,Benzodiazepine,oral,oral,mg,,2-4,4-8,8-12,,15-90 minutes,,12-18 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,0,"A somewhat common benzodiazepine drug known for its extreme duration, with effects for larger doses reaching up to three days. Sedative, hypnotic and anxiolytic, this compound is an analogue of Phenazepam. First discovered in the 1960s, it was never marketed as a licit drug, but has recently become available as an RC. Not to be confused with Flubromazolam. | Flubromazepam - 6-8mg ~=10mg Diazepam. | After-effects: 36+ hours"
benzos-cited,66f942b1febd4e799dc559d9,Flubromazolam,f-lam; flam,benzodiazepine; research-chemical; habit-forming; depressant,Benzodiazepine,oral,oral,µg,80,100-200,200-400,400-600,,20-45 minutes,,6-12 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,0,"NOTE: These doses are tentative and may need further research. | A very potent benzodiazepine derivative that is related to Triazolam and Pyrazolam. Popular in the research chemical scene, it is a potent sedative, hypnotic and anxiolytic. Potential for amnesia and reduced inhibitions in higher dose. Not to be confused with Flubromazepam, which is much less potent and has a much longer half-life. | Avoid: All other CNS depressants. | Flubromazolam - 0.25mg ~=10mg Diazepam. | After-effects: 6-24 hours"
benzos-cited,66f942b1febd4e799dc559da,Flunitrazepam,roofies; rohypnol,benzodiazepine; habit-forming; depressant,Benzodiazepine,oral,oral,mg,,0.5-1,1-2,,2-4,15-30 minutes,,4-8 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,0,"Known as Rohypnol or 'roofies,' this infamous drug has similar qualities to most other benzodiazepines; sedating with strong hypnotic effects. Despite being known as a 'date rape drug' has only been implicated in a small number of such crimes. Danger of respiratory depression in combination with other depressants. May cause amnesia and lowered inhibitions in overdose. | Flunitrazepam - 1mg ~=10mg Diazepam. | After-effects: 2-24 hours"
benzos-cited,66f942b1febd4e799dc559db,Flurazepam,dalmane,benzodiazepine; habit-forming; depressant,Benzodiazepine,oral,oral,mg,,5-10,15-30,30-60,,45-90 minutes,,12-16 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,0,"Benzodiazepine with an extremely long half life, between 40 and 250 hours. Mainly used for general anxiety disorder. Sedating, hypnotic, anxiolytic. Potential for amnesia and reduced inhibitions in overdose. | Avoid: All other CNS depressants. | Flurazepam - 15-30mg's ~=10mg Diazepam. | After-effects: 2-48 hours"
benzos-cited,66f942b1febd4e799dc559dc,Flutoprazepam,restas,benzodiazepine; habit-forming; depressant,Benzodiazepine,oral,oral,mg,,0.5-1,1.5-3,3-5,,15-45 minutes,,12-16 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,0,"A potent benzodiazepine that is roughly 4-5x the potency of Diazepam and has a longer duration, rarely seen outside of Japan. Sedative, hypnotic and anxiolytic. May cause amnesia and loss of inhibitions in excess. Do not mix with other depressants. | Avoid: All other CNS depressants. | Flutoprazepam - ~2.5mg ~=10mg Diazepam. | After-effects: 24-36 hours"
benzos-cited,66f942b1febd4e799dc559dd,Frisium,,,Other,oral,oral,mg,,5-10,10-15,,15-30,,,,,,,,,,,,,0,"A long acting benzodiazepine which focuses primarily on anxiolytic and anticonvulsant properties. It is used medically to treat epilepsy, and this along with its relatively many negative side-effects and contraindications in comparison with other benzodiazepines means it isn't frequently used recreationally. | Avoid: All other CNS depressants | Clobazam - 20mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559de,Gentravit,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559df,Halazepam,paxipam,benzodiazepine; habit-forming; depressant,Benzodiazepine,oral,oral,mg,,10-20,20-40,40-80,,15-45 minutes,,8-14 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,0,"A less common prescription benzodiazepine and derivative of Nordazepam. Also known as Paxipam, it is no longer prescribed in the USA. Sedating, hypnotic and anxiolytic. High doses may induce amnesia and lowered inhibitions. | Avoid: All other CNS depressants. | Halazepam - 20mg ~=10mg Diazepam. | After-effects: 12-40 hours"
benzos-cited,66f942b1febd4e799dc559e0,Halcion,,,Other,oral,oral,mg,,0.125-0.25,0.25-0.5,0.5-1.5,,,,,,,,,,,,,,0,"An uncommon and very short acting benzodiazepine. Sedating and hypnotic, and may induce amnesia and lowered inhibitions at high doses. | Avoid: All other CNS depressants. | Triazolam - 0.5mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559e1,Hypnonex,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559e2,Hypnoril,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559e3,Hypnotex,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559e4,Inxity,,,Other,oral,oral,mg,,0.5-1,1-2,2-4,,,,,,,,,,,,,,0,"A thienodiazepine anxiolytic. Similar in action to benzodiazepine drugs. Relieves anxiety, causes sedation and mild euphoria. High doses can lead to losing memory of what happened while on the drug. Users often compulsively re-dose frequently leading to accidental blackouts. Can be found in pressed pharmaceutical pills from various countries, clandestine pill presses, or as a powder | Avoid: Other depressants such as Alcohol and Opioids. | Etizolam - 1mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559e5,Ketazolam,,depressant; habit-forming,Depressant,oral,oral,mg,,5-15,15-30,30-60,,30-90 minutes,,8-12 hours,,,,,,,,,,0,"Benzodiazepine derivative that has most of the common benzodiazepine effects. Has been seen to have similar effectiveness when compared to Diazepam, with milder side-effects. Is marketed in few countries. | Avoid: All other CNS depressants. | Ketazolam - 15-30mg's ~=10mg Diazepam. | After-effects: 2-12 hours"
benzos-cited,66f942b1febd4e799dc559e6,Klonopin,,,Other,oral,oral,mg,,0.25-0.5,0.5-1,1-2,,,,,,,,,,,,,,0,"A medium-length common prescription benzodiazepine, often used to treat panic attacks because of its relatively fast sublingual onset. Primarily anxiolytic, but also possessing of other benzo traits. | Avoid: All other CNS depressants | Clonazepam - 0.5mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559e7,Konit,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559e8,Kpin,,,Other,oral,oral,mg,,0.25-0.5,0.5-1,1-2,,,,,,,,,,,,,,0,"A medium-length common prescription benzodiazepine, often used to treat panic attacks because of its relatively fast sublingual onset. Primarily anxiolytic, but also possessing of other benzo traits. | Avoid: All other CNS depressants | Clonazepam - 0.5mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559e9,Ksalol,,,Other,oral,oral,mg,,0.25-0.5,0.5-1.5,1.5-2,2,,,,,,,,,,,,,0,"An extremely common benzodiazepine better known as Xanax, frequently prescribed for the treatment of anxiety and panic disorders. Alprazolam is short-lasting and primarily anxiolytic, though also possesses hypnotic properties. At high doses amnesia and loss of inhibition are common. Do not mix with other depressants. | Avoid: When taken for a long period of time, abrupt discontinuation is highly unadvised. Avoid combining other depressants such as Alcohol. | Alprazolam - 0.5mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559ea,Lamet,,,Other,oral,oral,mg,,0.5-1,1-2,2-4,,,,,,,,,,,,,,0,"A thienodiazepine anxiolytic. Similar in action to benzodiazepine drugs. Relieves anxiety, causes sedation and mild euphoria. High doses can lead to losing memory of what happened while on the drug. Users often compulsively re-dose frequently leading to accidental blackouts. Can be found in pressed pharmaceutical pills from various countries, clandestine pill presses, or as a powder | Avoid: Other depressants such as Alcohol and Opioids. | Etizolam - 1mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559eb,Lectopam,,,Other,oral,oral,mg,,2.5-5,5-10,,10-15,,,,,,,,,,,,,0,"A benzodiazepine drug with a medium-long duration, developed by Roche in the 1960s. Has primarily anxiolytic properties. May cause lowered inhibitions and amnesia in high doses. | Avoid: All other CNS depressants. | Bromazepam - 5-6mg's ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559ec,Lendormin,,,Other,oral,oral,µg,80,100,200-400,400,,,,,,,,,,,,,,0,"Benzodiazepine analogue which is sedating, hypnotic and anxiolytic. It is available as prescription medicine in much of Europe, and is an extremely potent drug active at only 80ug. May cause amnesia and lowered inhibitions in overdose. Danger of respiratory depression when combined with other depressants. Short half life. | Avoid: All other CNS depressants. | Brotizolam - 0.25mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559ed,Lexilium,,,Other,oral,oral,mg,,2.5-5,5-10,,10-15,,,,,,,,,,,,,0,"A benzodiazepine drug with a medium-long duration, developed by Roche in the 1960s. Has primarily anxiolytic properties. May cause lowered inhibitions and amnesia in high doses. | Avoid: All other CNS depressants. | Bromazepam - 5-6mg's ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559ee,Lexotan,,,Other,oral,oral,mg,,2.5-5,5-10,,10-15,,,,,,,,,,,,,0,"A benzodiazepine drug with a medium-long duration, developed by Roche in the 1960s. Has primarily anxiolytic properties. May cause lowered inhibitions and amnesia in high doses. | Avoid: All other CNS depressants. | Bromazepam - 5-6mg's ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559ef,Lexotanil,,,Other,oral,oral,mg,,2.5-5,5-10,,10-15,,,,,,,,,,,,,0,"A benzodiazepine drug with a medium-long duration, developed by Roche in the 1960s. Has primarily anxiolytic properties. May cause lowered inhibitions and amnesia in high doses. | Avoid: All other CNS depressants. | Bromazepam - 5-6mg's ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559f0,Librium,chlordiazepoxide,benzodiazepine; habit-forming; depressant,Benzodiazepine,oral,oral,mg,,5-10,10-20,,20-40,20-40 minutes,,6-10 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,1,"NOTE: 25mg of Librium is approximately equal to 10mg of Diazepam | Chlordiazepoxide, a medium-acting benzodiazepine drug prescribed mostly for sleep purposes. Sedative and hypnotic, it may cause lowered inhibitions and amnesia in high doses. | Avoid: All other CNS depressants | 25mg ~=10mg Diazepam | After-effects: 1-14 hours"
benzos-cited,66f942b1febd4e799dc559f1,Loprazolam,dormonoct,depressant; habit-forming,Depressant,oral,oral,mg,,0.25-0.5,0.5-1.5,1.5-3,,30-50 minutes,,6-10 hours,,,,,,,,,,0,Is an Imidazolobenzidazepine derivative that has all the classic benzodiazepine effects. Is usually only prescribed for a short amount of time for insomnia. | Lopazolam - 1-2mg's ~=10mg Diazepam. | After-effects: 1-8 hours
benzos-cited,66f942b1febd4e799dc559f2,Lorazepam,ativan,benzodiazepine; habit-forming; depressant; common,Benzodiazepine,intramuscular,intramuscular; oral,mg; mg,; ,0.25-0.5; 0.5,0.5-1; 1-2,1-2; 2-4,; ,5-30 minutes,,4-8 hours,,,"Anxiolytic, sedative, high muscle relaxant properties",,,,,,,1,"NOTE: Warning - higher doses increase the chances of blacking out. Also 1mg Lorazepam ~= 10mg Diazepam. | An intermediate acting benzodiazepine commonly known as Ativan, commonly prescribed as an alternative to Xanax. Sedating, hypnotic and anxiolytic. Potential to induce amnesia and lowered inhibitions in overdose. Do not combine with other depressants. | Lorazepam - 1mg ~=10mg Diazepam. | After-effects: 1-12 hours"
benzos-cited,66f942b1febd4e799dc559f3,Lormetazepam,noctamid,benzodiazepine; depressant; habit-forming,Benzodiazepine,oral,oral,mg,,0.5-1,1-2,2-4,,10-30 minutes,,4-8 hours,,,,,,,,,,0,"Relatively rare prescription benzodiazepine. Short acting with a short half life. Generally only seen in the Netherlands. Sedative, hypnotic and anxiolytic. | Avoid: All other CNS depressants. | Lormetazepam - 1-2mg's ~=10mg Diazepam. | After-effects: 1-24 hours"
benzos-cited,66f942b1febd4e799dc559f4,Lysanxia,,,Other,oral,oral,mg,,5-10,10-20,20-40,,,,,,,,,,,,,,0,"Benzodiazepine dervative. Has all the normal benzodiazepine-like quality (Anxiolytic/anticonvulsant/sedative/Skeletal muscle relaxant) It is also a prodrug for Desmethyldiazepam which is responsible for most if not all of the effects of Prazepam. | Avoid: All other CNS depressants, and Cimetidine | Prazepam - 15mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559f5,Medazepam,nobrium; azepamid; rudotel; raporan; mezapam; talis,depressant; benzodiazepine; habit-forming,Benzodiazepine,oral,oral,mg,,5-10,10-20,20-40,,30-120 minutes,,8-16 hours,,,,,,,,,,0,Benzodiazepine derivative that has all of the classic benzodiazepine effects. Is a long-acting benzodiazepine drug (Half life of 36-200 hours) Is rarely prescribed in most countries. Is also a prodrug for Diazepam. Think of it as Desoxy-Diazepam if you'd like to. | Avoid: All other CNS depressants. | Medazepam - 10mg ~=10mg Diazepam. | After-effects: 1-172 hours
benzos-cited,66f942b1febd4e799dc559f6,Mezapam,,,Other,oral,oral,mg,,5-10,10-20,20-40,,,,,,,,,,,,,,0,Benzodiazepine derivative that has all of the classic benzodiazepine effects. Is a long-acting benzodiazepine drug (Half life of 36-200 hours) Is rarely prescribed in most countries. Is also a prodrug for Diazepam. Think of it as Desoxy-Diazepam if you'd like to. | Avoid: All other CNS depressants. | Medazepam - 10mg ~=10mg Diazepam.
benzos-cited,66f942b1febd4e799dc559f7,Midazolam,,benzodiazepine; habit-forming; depressant,Benzodiazepine,insufflation,insufflation; intramuscular; intravenous; oral; rectal,mg; mg; mg; mg; mg,; ; ; ; ,3-7; 3-5; 2.5-5; 5-10; 3-7,7-15; 5-12; 5-10; 10-15; 7-15,15-25; 12-25; 10-20; 15-30; ,; ; ; ; ,,,4-8 hours,,,"Anxiolytic, Sedative, Muscle Relaxant, Amnesia, Dystaxia, Hypnotic",,,,,,,0,"A common hypnotic, sedative and anxiolytic benzodiazepine. High doses may cause amnesia and loss of inhibitions. Unusually, it is water soluble, and commonly used as a premedication for sedation as the solubility makes it better for IV use than other benzodiazepines. | Avoid: All other CNS depressants. | Midazolam - 10mg ~=10mg Diazepam. | After-effects: 1-12 hours"
benzos-cited,66f942b1febd4e799dc559f8,Mogadon,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559f9,Nicare,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
benzos-cited,66f942b1febd4e799dc559fa,Nigap,,,Other,oral,oral,mg,,2-5,5-15,15-20,20-30,,,,,,,,,,,,,0,"Hypnotic Benzodiazepine, that is used for short term relief of anxiety and insomnia. It has a pronouced affect on respritory action. | Nitrazepam - 10mg ~=10mg Diazepam."
