source,source_id,name,aliases,raw_classes,piru_category,default_route,routes,units,dose_threshold,dose_light,dose_common,dose_strong,dose_heavy,onset,peak,total_duration,half_life_min,mechanism_summary,effects,indications,contraindications,regulatory_status,cas_no,chemical_formula,tags,sources_count,notes
pyrls,639e391cfcae6920598b5328,Aclidinium,Tudorza Pressair,Long-Acting Muscarinic Antagonist,Other,inhalation,inhalation,,,,,,,,,,,Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,Maintenance treatment of chronic obstructive pulmonary disease (COPD),Severe hypersensitivity to milk proteins; Hypersensitivity aclidinium bromide or any formulation ingredients,rx; Prescription only,,,Dry powder inhaler; Long-Acting Muscarinic Antagonist,2,
pyrls,639e391cfcae6920598b5329,Glycopyrrolate,Seebri Neohaler,Long-Acting Muscarinic Antagonist,Other,inhalation,inhalation,,,,,,,,,,,Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,"Maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema",Hypersensitivity to glycopyrrolate or any formulation ingredients,rx; Prescription only,,,Dry powder inhaler; Long-Acting Muscarinic Antagonist,2,
pyrls,639e391cfcae6920598b532a,Tiotropium,Spiriva Handihaler; Spiriva Respimat,Long-Acting Muscarinic Antagonist,Other,inhalation,inhalation,,,,,,,,,,,Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,"(Spiriva Respimat formulation only) : maintenance treatment of asthma in patients 6+ years old; Maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema","Hypersensitivity to tiotropium, ipratropium, or any formulation ingredients",rx; Prescription only,,,"Dry powder inhaler, Soft mist inhaler; Long-Acting Muscarinic Antagonist",4,
pyrls,639e391cfcae6920598b532b,Umeclidinium,Incruse Ellipta,Long-Acting Muscarinic Antagonist,Other,inhalation,inhalation,,,,,,,,,,,Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,Maintenance treatment of patients with chronic obstructive pulmonary disease (COPD),Severe hypersensitivity to milk proteins; Hypersensitivity to umeclidinium or any formulation ingredients,rx; Prescription only,,,Dry powder inhaler; Long-Acting Muscarinic Antagonist,2,
pyrls,639e391cfcae6920598b532c,Salmeterol,Serevent Diskus,Long-Acting Beta-2 Agonist,Other,inhalation,inhalation,,,,,,,,,,,Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,"Maintenance treatment of asthma and in the prevention of bronchospasm only as concomitant therapy with an ICS in patients age 4+ years with reversible obstructive airway disease, including those with symptoms of nocturnal asthma; Use for asthma without concomitant ICS therapy is contraindicated; Maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including emphysema and chronic bronchitis; Prevention of exercise-induced bronchospasm (EIB) in patients age 4+ years ; can be used as monotherapy in those who do not have persistent asthma, however, should only be used if in combination with an ICS in those with asthma and EIB",Use for asthma without concomitant ICS therapy; Severe hypersensitivity to milk proteins; Hypersensitivity to salmeterol or any formulation ingredients,rx; Prescription only,,,Dry powder inhaler; Long-Acting Beta-2 Agonist,4,
pyrls,639e391cfcae6920598b532d,Indacaterol,Arcapta Neohaler,Long-Acting Beta-2 Agonist,Other,inhalation,inhalation,,,,,,,,,,,Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,"Maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including emphysema and chronic bronchitis","Hypersensitivity to indacaterol or any formulation ingredients; Indacaterol is not approved for asthma, however, should it be used, use for asthma without concomitant ICS therapy is contraindicated",rx; Prescription only,,,Dry powder inhaler; Long-Acting Beta-2 Agonist,4,
pyrls,639e391cfcae6920598b532e,Olodaterol,Striverdi Respimat,Long-Acting Beta-2 Agonist,Other,inhalation,inhalation,,,,,,,,,,,Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,"Maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including emphysema and chronic bronchitis","Hypersensitivity to olodaterol or any formulation ingredients; Olodaterol is not approved for asthma, however, should it be used, use for asthma without concomitant ICS therapy is contraindicated",rx; Prescription only,,,Soft mist inhaler; Long-Acting Beta-2 Agonist,4,
pyrls,639e391cfcae6920598b532f,Albuterol,ProAir; Proventil; Ventolin,Short-Acting Beta-2 Agonist,Other,inhalation,inhalation,,,,,,,,,,,Rapidly agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,Treatment or prevention of bronchospasm in patients 4+ years of age with reversible obstructive airway disease; Prevention of exercise-induced bronchospasm (EIB) in patients 4+ years of age,Hypersensitivity to albuterol or any formulation ingredients,rx; Prescription only,,,Metered dose inhaler (this page does not cover nebulized albuterol); Short-Acting Beta-2 Agonist,3,
pyrls,639e391cfcae6920598b5330,Levalbuterol,Xopenex,Short-Acting Beta-2 Agonist,Other,inhalation,inhalation,,,,,,,,,,,Rapidly agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,Treatment or prevention of bronchospasm in patients 4+ years of age with reversible obstructive airway disease,"Hypersensitivity to levalbuterol, racemic albuterol, or any formulation ingredients",rx; Prescription only,,,Metered dose inhaler (this page does not cover nebulized albuterol); Short-Acting Beta-2 Agonist,4,
pyrls,639e391cfcae6920598b5331,Montelukast,Singulair,Leukotriene Receptor Antagonist,Other,oral,oral,,,,,,,,,,,Selectively antagonizes leukotriene receptors (CysLT-1 receptor) blocking activation of cellular activity associated with the inflammation process and smooth muscle contraction in the airways and similar effects associated with allergic rhinitis in nasal passages.,,Prophylaxis and chronic treatment of asthma in patients 12 months of age and older; Prevention of exercise-induced bronchoconstriction (EIB) in patients 6+ years of age; Relief of symptoms of seasonal and perennial allergic rhinitis in patients 2+ years of age,Hypersensitivity to montelukast or any formulation ingredients,rx; Prescription only,,,"Tablet, Chewable Tablet, Oral Granules; Leukotriene Receptor Antagonist",4,
pyrls,639e391cfcae6920598b5332,Zafirlukast,Accolate,Leukotriene Receptor Antagonist,Other,oral,oral,,,,,,,,,,,Selectively antagonizes leukotriene receptors (CysLT-1 receptor) blocking activation of cellular activity associated with the inflammation process and smooth muscle contraction in the airways.,,Prophylaxis and chronic treatment of asthma in patients 5+ years of age,Patients with hepatic impairment including hepatic cirrhosis; Hypersensitivity to zafirlukast or any formulation ingredients,rx; Prescription only,,,Tablet; Leukotriene Receptor Antagonist,3,
pyrls,639e391cfcae6920598b5333,Fluticasone furoate,Arnuity Ellipta,Inhaled Corticosteroid,Supplement,inhalation,inhalation,,,,,,,,,,,"Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation.",,Maintenance treatment of asthma as prophylactic therapy in patients aged 5+ years of age; Note: not indicated for relief of acute bronchospasm,Primary treatment of status asthmaticus or other acute episodes of asthma where intensive measures are required; Severe hypersensitivity to milk proteins; Hypersensitivity to fluticasone furoate or any formulation ingredients,rx; otc; Rx/OTC depending on formulation,,,Dry powder inhaler; Inhaled Corticosteroid,4,
pyrls,639e391cfcae6920598b5334,Fluticasone propionate-inhaled,Flovent Diskus; Flovent HFA; ArmonAir Digihaler,Inhaled Corticosteroid,Supplement,inhalation,inhalation,,,,,,,,,,,"Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation.",,Maintenance treatment of asthma as prophylactic therapy in patients aged 4+ years of age; Note: not indicated for relief of acute bronchospasm,Primary treatment of status asthmaticus or other acute episodes of asthma where intensive measures are required; Severe hypersensitivity to milk proteins; Hypersensitivity to fluticasone or any formulation ingredients,rx; Prescription only,,,"Dry powder inhaler (Diskus), metered dose inhaler (HFA); Inhaled Corticosteroid",5,
pyrls,639e391cfcae6920598b5335,Mometasone-inhaled,Asmanex Twisthaler; Asmanex HFA,Inhaled Corticosteroid,Supplement,inhalation,inhalation,,,,,,,,,,,"Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation.",,Maintenance treatment of asthma as prophylactic therapy in patients aged 4+ years of age; Note: not indicated for relief of acute bronchospasm,Primary treatment of status asthmaticus or other acute episodes of asthma where intensive measures are required; Severe hypersensitivity to milk proteins; Hypersensitivity to mometasone or any formulation ingredients,rx; Prescription only,,,"Dry powder inhaler (Twisthaler), metered dose inhaler (HFA); Inhaled Corticosteroid",5,
pyrls,639e391cfcae6920598b5336,Ciclesonide-inhaled,Alvesco,Inhaled Corticosteroid,Supplement,inhalation,inhalation,,,,,,,,,,,"Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation.",,Maintenance treatment of asthma as prophylactic therapy in patients aged 12+ years of age; Note: not indicated for relief of acute bronchospasm; Note: not indicated for those under 12 years of age,Primary treatment of status asthmaticus or other acute episodes of asthma where intensive measures are required; Hypersensitivity to ciclesonide or any formulation ingredients,rx; Prescription only,,,Metered dose inhaler; Inhaled Corticosteroid,3,
pyrls,639e391cfcae6920598b5337,Beclomethasone-inhaled,QVAR RediHaler,Inhaled Corticosteroid,Supplement,inhalation,inhalation,,,,,,,,,,,"Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation.",,Maintenance treatment of asthma as prophylactic therapy in patients aged 4+ years of age; Note: not indicated for relief of acute bronchospasm,Primary treatment of status asthmaticus or other acute episodes of asthma where intensive measures are required; Hypersensitivity to beclomethasone or any formulation ingredients,rx; Prescription only,,,Metered dose inhaler; Inhaled Corticosteroid,3,
pyrls,639e391cfcae6920598b5338,Budesonide-inhaled,Pulmicort Flexhaler,Inhaled Corticosteroid,Supplement,inhalation,inhalation,,,,,,,,,,,"Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation.",,Maintenance treatment of asthma as prophylactic therapy in patients aged 6+ years of age; Note: not indicated for relief of acute bronchospasm,Primary treatment of status asthmaticus or other acute episodes of asthma where intensive measures are required; Severe hypersensitivity to milk proteins; Hypersensitivity to budesonide or any formulation ingredients,rx; Prescription only,,,"Dry powder inhaler (Twisthaler), metered dose inhaler (HFA); Inhaled Corticosteroid",3,
pyrls,639e391cfcae6920598b5339,Ipratropium,Atrovent HFA,Short-Acting Muscarinic Antagonist,Other,inhalation,inhalation,,,,,,,,,,,Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,"Maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema",Hypersensitivity to ipratropium or any formulation ingredients; Hypersensitivity to atropine or any of its derivatives,rx; Prescription only,,,Metered dose inhaler; Short-Acting Muscarinic Antagonist,3,
pyrls,639e391cfcae6920598b533a,Ipratropium-Albuterol,Combivent Respimat,Short-Acting Muscarinic Antagonist; Short-Acting Beta-2 Agonist,Other,inhalation,inhalation,,,,,,,,,,,Ipratropium : Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation . Albuterol : Rapidly agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,Patients with chronic obstructive pulmonary disease (COPD) on a regular aerosol bronchodilator who continue to have evidence of bronchospasm and who require a second bronchodilator,"Hypersensitivity to ipratropium, albuterol or any formulation ingredients; Hypersensitivity to atropine or any of its derivatives",rx; Prescription only,,,Soft mist inhaler; Short-Acting Muscarinic Antagonist; Short-Acting Beta-2 Agonist,3,
pyrls,639e391cfcae6920598b533b,Umeclidinium-Vilanterol,Anoro Ellipta,Long-Acting Muscarinic Antagonist; Long-Acting Beta-2 Agonist,Other,inhalation,inhalation,,,,,,,,,,,Umeclidinium : Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation . Vilanterol : Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,Maintenance treatment of patients with chronic obstructive pulmonary disease (COPD),"Hypersensitivity to umeclidinium, vilanterol or any formulation ingredients; Severe hypersensitivity to milk proteins; This medication is not approved for asthma, however, should it be used, use for asthma without concomitant ICS therapy is contraindicated",rx; Prescription only,,,Dry powder inhaler; Long-Acting Muscarinic Antagonist; Long-Acting Beta-2 Agonist,4,
pyrls,639e391cfcae6920598b533c,Glycopyrrolate-Formoterol,Bevespi Aerosphere,Long-Acting Muscarinic Antagonist; Long-Acting Beta-2 Agonist,Other,inhalation,inhalation,,,,,,,,,,,Glycopyrrolate : Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation . Formoterol : Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,"Maintenance treatment of patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.","Hypersensitivity to glycopyrrolate, formoterol or any formulation ingredients; This medication is not approved for asthma, however, should it be used, use for asthma without concomitant ICS therapy is contraindicated",rx; Prescription only,,,Metered dose inhaler; Long-Acting Muscarinic Antagonist; Long-Acting Beta-2 Agonist,4,
pyrls,639e391cfcae6920598b533d,Tiotropium-Olodaterol,Stiolto Respimat,Long-Acting Muscarinic Antagonist; Long-Acting Beta-2 Agonist,Other,inhalation,inhalation,,,,,,,,,,,Tiotropium : Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation . Olodaterol : Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,"Maintenance treatment of patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.","Hypersensitivity to tiotropium, ipratropium, olodaterol, or any formulation ingredients; This medication is not approved for asthma, however, should it be used, use for asthma without concomitant ICS therapy is contraindicated",rx; Prescription only,,,Soft mist inhaler; Long-Acting Muscarinic Antagonist; Long-Acting Beta-2 Agonist,4,
pyrls,639e391cfcae6920598b533e,Indacaterol-Glycopyrrolate,Utibron Neohaler,Long-Acting Beta-2 Agonist; Long-Acting Muscarinic Antagonist,Other,inhalation,inhalation,,,,,,,,,,,Indacaterol : Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation . Glycopyrrolate : Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation .,,"Maintenance treatment of patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.","Hypersensitivity to indacaterol, glycopyrrolate, or any formulation ingredients; This medication is not approved for asthma, however, should it be used, use for asthma without concomitant ICS therapy is contraindicated",rx; Prescription only,,,Dry powder inhaler; Long-Acting Beta-2 Agonist; Long-Acting Muscarinic Antagonist,4,
pyrls,639e391cfcae6920598b533f,Budesonide-Formoterol,Symbicort,Inhaled Corticosteroid; Long-Acting Beta-2 Agonist,Supplement,inhalation,inhalation,,,,,,,,,,,"Budesonide : Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation. Formoterol : Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .",,"Maintenance treatment of asthma as prophylactic therapy in patients aged 6+ years of age; Maintenance treatment of patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.; Asthma note: not FDA-approved for relief of acute bronchospasm, however, is recommended for those age 12+ years old as reliever therapy of acute bronchospasm in the 2019 Global Initiative for Asthma (GINA) Report.; COPD note: budesonide 160 mcg/formoterol 4.5 mcg is the only strength approved for use in COPD","Primary treatment of status asthmaticus or other acute episodes of asthma where intensive measures are required; Hypersensitivity to budesonide, formoterol or any formulation ingredients",rx; Prescription only,,,Metered dose inhaler (HFA); Inhaled Corticosteroid; Long-Acting Beta-2 Agonist,3,
pyrls,639e391cfcae6920598b5340,Mometasone-Formoterol,Dulera,Inhaled Corticosteroid; Long-Acting Beta-2 Agonist,Supplement,inhalation,inhalation,,,,,,,,,,,"Budesonide : Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation. Formoterol : Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .",,"Maintenance treatment of asthma as prophylactic therapy in patients aged 5+ years of age; Asthma note: not FDA-approved for relief of acute bronchospasm, however, is recommended for those age 12+ years old as reliever therapy of acute bronchospasm in the 2019 Global Initiative for Asthma (GINA) Report.","Primary treatment of status asthmaticus or other acute episodes of asthma where intensive measures are required; Hypersensitivity to mometasone, formoterol or any formulation ingredients",rx; Prescription only,,,Metered dose inhaler; Inhaled Corticosteroid; Long-Acting Beta-2 Agonist,3,
pyrls,639e391cfcae6920598b5341,Fluticasone-Vilanterol,Breo Ellipta,Inhaled Corticosteroid; Long-Acting Beta-2 Agonist,Supplement,inhalation,inhalation,,,,,,,,,,,"Fluticasone : Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation. Vilanterol : Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .",,"Maintenance treatment of asthma in patients aged 18+ years of age; Maintenance treatment of patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.; Asthma note: should be used for patients not adequately controlled on a long-term asthma control medication such as an inhaled corticosteroid (ICS) or whose disease warrants initiation of treatment with both an ICS and long-acting beta2-adrenergic agonist (LABA).; COPD note: fluticasone furoate 100 mcg/vilanterol 25 mcg is the only strength approved for use in COPD","Primary treatment of status asthmaticus or other acute episodes of asthma or COPD where intensive measures are required; Hypersensitivity to fluticasone furoate, vilanterol or any formulation ingredients; Hypersensitivity to milk proteins",rx; Prescription only,,,Dry powder inhaler; Inhaled Corticosteroid; Long-Acting Beta-2 Agonist,3,
pyrls,639e391cfcae6920598b5342,Fluticasone-Salmeterol,Advair Diskus/HFA; AirDuo Respiclick; Wixela Inhub,Inhaled Corticosteroid; Long-Acting Beta-2 Agonist,Supplement,inhalation,inhalation,,,,,,,,,,,"Fluticasone : Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation. Salmeterol : Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .",,"Advair Diskus (and generic, Wixela Inhub): maintenance treatment of asthma in patients aged 4+ years of age maintenance treatment of chronic obstructive pulmonary disease (COPD) NOTE : only the fluticasone 250 mcg/salmeterol 50 mcg strength is approved for use in COPD; Advair HFA : maintenance treatment of asthma in patients aged 12+ years of age; AirDuo Respiclick (and generic): maintenance treatment of asthma in patients aged 12+ years of age; Note: fluticasone-salmeterol products are not indicated for relief of acute bronchospasm","Primary treatment of status asthmaticus or other acute episodes of asthma or COPD where intensive measures are required; Hypersensitivity to fluticasone propionate, salmeterol or any formulation ingredients; Hypersensitivity to milk proteins",rx; Prescription only,,,"Dry powder inhaler (Diskus, Inhub, Respiclick), metered dose inhaler (HFA); Inhaled Corticosteroid; Long-Acting Beta-2 Agonist",6,
pyrls,639e391cfcae6920598b5343,Fluticasone-Umeclidinium-Vilanterol,Trelegy Ellipta,Inhaled Corticosteroid; Long-Acting Muscarinic Antagonist; Long-Acting Beta-2 Agonist,Supplement,inhalation,inhalation,,,,,,,,,,,"Fluticasone : Inhaled corticosteroids reduce inflammation in the airways, an important component in the pathogenesis of inflammatory lung disease, through a wide range of actions on several cell types (e.g., mast cells, eosinophils, neutrophils, macrophages, lymphocytes) and mediators (e.g., histamine, eicosanoids, leukotrienes, cytokines) involved in inflammation. Umeclidinium : Reversibly competes and antagonizes muscarinic receptors in the airways causing smooth muscle relaxation and bronchodilation Vilanterol : Selectively agonizes beta-2 adrenergic receptors in the airways causing smooth muscle relaxation and bronchodilation .",,Maintenance treatment of patients with chronic obstructive pulmonary disease (COPD); Maintenance treatment of patients with asthma in those age 18+ years,"Hypersensitivity to fluticasone furoate, umeclidinium, vilanterol, or any formulation ingredients; Hypersensitivity to milk proteins",rx; Prescription only,,,Dry powder inhaler; Inhaled Corticosteroid; Long-Acting Muscarinic Antagonist; Long-Acting Beta-2 Agonist,3,
pyrls,639e391cfcae6920598b5344,Alendronate,Fosamax; Binosto,Bisphosphonate,Other,oral,oral,,,,,,,,,,,"Binds to bone hydroxyapatite and inhibits osteoclast activity , thus reducing bone resorption (breakdown).",,"Osteoporosis : Fosamax : Treatment and prevention of osteoporosis in postmenopausal females ; treatment to increase bone mass in males with osteoporosis; treatment of glucocorticoid-induced osteoporosis in males and females with low bone mineral density who are receiving a prednisone dosage of ≥7.5 mg/day (or equivalent) Binosto (effervescent tablet) : Treatment of osteoporosis in postmenopausal females and to increase bone mass in males with osteoporosis; Paget's Disease of Bone : Fosamax : Treatment of Paget's disease of the bone in males and females who are symptomatic, at risk for future complications, or with alkaline phosphatase 2+ times the upper limit of normal",Abnormalities of the esophagus which delay esophageal emptying such as stricture or achalasia; Inability to stand or sit upright for at least 30 minutes; Patients at risk of aspiration should not take alendronate oral solution; Hypocalcemia; hypocalcemia must be corrected before initiating therapy with alendronate; Hypersensitivity to alendronate or any formulation ingredients,rx; Prescription only,,,"Tablet, effervescent tablet, solution; Bisphosphonate",7,
pyrls,639e391cfcae6920598b5345,Risedronate,Actonel; Atelvia,Bisphosphonate,Other,oral,oral,,,,,,,,,,,"Binds to bone hydroxyapatite and inhibits osteoclast activity , thus reducing bone resorption (breakdown).",,"Osteoporosis : Actonel (tablet) : Treatment and prevention of osteoporosis in postmenopausal females ; treatment to increase bone mass in males with osteoporosis; treatment of glucocorticoid-induced osteoporosis in males and females with low bone mineral density who are receiving a prednisone dosage of ≥7.5 mg/day (or equivalent) Atelvia (delayed release tablet) : Treatment of osteoporosis in postmenopausal females; Paget's Disease of Bone : Actonel (tablet) : Treatment of Paget's disease of the bone in males and females who are symptomatic, at risk for future complications, or with alkaline phosphatase 2+ times the upper limit of normal",Abnormalities of the esophagus which delay esophageal emptying such as stricture or achalasia; Inability to stand or sit upright for at least 30 minutes; Hypocalcemia; hypocalcemia must be corrected before initiating therapy; Hypersensitivity to risedronate or any formulation ingredients,rx; Prescription only,,,"Tablet, delayed release tablet; Bisphosphonate",7,
pyrls,639e391cfcae6920598b5346,Ibandronate,Boniva,Bisphosphonate,Other,oral,oral,,,,,,,,,,,"Binds to bone hydroxyapatite and inhibits osteoclast activity , thus reducing bone resorption (breakdown).",,Treatment and prevention of osteoporosis in postmenopausal females,Abnormalities of the esophagus which delay esophageal emptying such as stricture or achalasia; Inability to stand or sit upright for at least 60 minutes; Hypocalcemia; hypocalcemia must be corrected before initiating therapy; Hypersensitivity to ibandronate or any formulation ingredients,rx; Prescription only,,,Tablet; Bisphosphonate,6,
pyrls,639e391cfcae6920598b5347,Doxazosin,Cardura; Cardura XL,Non-Selective Alpha-1 Blocker,Other,oral,oral,,,,,,,,,,,"Systemically blocks alpha-1 adrenergic receptors resulting in effects including relaxation of smooth muscle around the bladder neck (improving urinary flow), and reduction in vascular resistance (may reduce blood pressure).",,"Treatment of the signs and symptoms of benign prostatic hyperplasia (BPH); Doxazosin regular-release: treatment of hypertension , to lower blood pressure.; Note : doxazosin extended-release (Cardura XL) is not indicated for hypertension","Hypersensitivity to doxazosin, other quinazolines (e.g., prazosin, terazosin), or any formulation ingredients",rx; Prescription only,,,Tablet; Non-Selective Alpha-1 Blocker,5,
pyrls,639e391cfcae6920598b5348,Terazosin,Hytrin,Non-Selective Alpha-1 Blocker,Other,oral,oral,,,,,,,,,,,"Systemically blocks alpha-1 adrenergic receptors resulting in effects including relaxation of smooth muscle around the bladder neck (improving urinary flow), and reduction in vascular resistance (may reduce blood pressure).",,Treatment of symptomatic benign prostatic hyperplasia (BPH); Treatment of hypertension,Hypersensitivity to terazosin or any formulation ingredients,rx; Prescription only,,,Capsule; Non-Selective Alpha-1 Blocker,4,
pyrls,639e391cfcae6920598b5349,Prazosin,Minipress,Non-Selective Alpha-1 Blocker,Other,oral,oral,,,,,,,,,,,Systemically blocks alpha-1 adrenergic receptors resulting in reduction in vascular resistance (lowering blood pressure).,,Treatment of hypertension .,"Hypersensitivity to prazosin, quinazolines, or any formulation ingredients",rx; Prescription only,,,Capsule; Non-Selective Alpha-1 Blocker,4,
pyrls,639e391cfcae6920598b534a,Tamsulosin,Flomax,Selective Alpha-1A Blocker,Other,oral,oral,,,,,,,,,,,Selectively blocks alpha-1 adrenergic receptors in the prostate resulting in effects including relaxation of smooth muscle around the bladder neck (improving urinary flow).,,Treatment of the signs and symptoms of benign prostatic hyperplasia (BPH).,Hypersensitivity to tamsulosin or any formulation ingredients,rx; Prescription only,,,Capsule; Selective Alpha-1A Blocker,3,
pyrls,639e391cfcae6920598b534b,Alfuzosin,Uroxatral,Selective Alpha-1A Blocker,Other,oral,oral,,,,,,,,,,,Selectively blocks alpha-1 adrenergic receptors in the prostate resulting in effects including relaxation of smooth muscle around the bladder neck (improving urinary flow).,,Treatment of the signs and symptoms of benign prostatic hyperplasia (BPH).,"Those with moderate or severe hepatic impairment (Childs-Pugh categories B and C), since alfuzosin blood levels are increased in these patients; Concomitant use with potent CYP3A4 inhibitors such as ketoconazole, itraconazole, and ritonavir, since alfuzosin blood levels are increased; Hypersensitivity to alfuzosin or any formulation ingredients",rx; Prescription only,,,Tablet; Selective Alpha-1A Blocker,3,
pyrls,639e391cfcae6920598b534c,Silodosin,Rapaflo,Selective Alpha-1A Blocker,Other,oral,oral,,,,,,,,,,,Selectively blocks alpha-1 adrenergic receptors in the prostate resulting in effects including relaxation of smooth muscle around the bladder neck (improving urinary flow).,,Treatment of the signs and symptoms of benign prostatic hyperplasia (BPH).,"Severe renal impairment (CCr <30 mL/min); Severe hepatic impairment (Child-Pugh score ≥10); Concomitant use with potent CYP3A4 inhibitors such as (e.g. ketoconazole, itraconazole, and ritonavir); Hypersensitivity to silodosin or any formulation ingredients",rx; Prescription only,,,Capsule; Selective Alpha-1A Blocker,3,
