source,source_id,name,aliases,raw_classes,piru_category,default_route,routes,units,dose_threshold,dose_light,dose_common,dose_strong,dose_heavy,onset,peak,total_duration,half_life_min,mechanism_summary,effects,indications,contraindications,regulatory_status,cas_no,chemical_formula,tags,sources_count,notes
nps-datahub,ce7dc8e9-f19b-46bb-8c99-0925e5e8dcb5,MDMA,"N,α-dimethyl-1,3-benzodioxole-5-ethanamine, monohydrochloride; 1-(1,3-benzodioxol-5-yl)-N-methylpropan-2-amine hydrochloride",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,64057-70-1,C11H16ClNO2,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; MDMA HCl - C11H16ClNO2 - 64057-70-1,,"(RS)-1-(Benzo[d][1,3]dioxol-5-yl)-N-methylpropan-2-amine. hydrochloride"
nps-datahub,2417a3ac-994f-4760-9c54-01e2e5dfefa7,DFMDA,"-(2,2-Difluoro-1,3-benzodioxol-5-yl)propan-2-amine; DiFMDA",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,914800-77-4,C10H12ClF2NO2,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; DFMDA HCl - C10H12ClF2NO2 - 914800-77-4,,"-(2,2-Difluoro-1,3-benzodioxol-5-yl)propan-2-amine"
nps-datahub,0861e933-322c-4f66-9725-660ec1ae886c,JWH-015,(2-Methyl-1-propyl-1H-indol-3-yl)-1-naphthalenylmethanone; (2-methyl-1-propyl-1H-indol-3-yl)-1-naphthalenyl-methanone,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,155471-08-2,C23H21NO,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; JWH-015 - C23H21NO - 155471-08-2",,(2-Methyl-1-propyl-1H-indol-3-yl)-1-naphthalenylmethanone
nps-datahub,62b8e59c-b1a2-455e-bc9c-97cfda314999,2C-P,"2-(2,5-dimethoxy-4-propylphenyl)ethanamine;hydrochloride; hydrogen 2-(2,5-dimethoxy-4-propylphenyl)ethan-1-amine chloride",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,1359704-27-0,C13H22ClNO2,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 2C-P HCl - C13H22ClNO2 - 1359704-27-0,,"2-(2,5-dimethoxy-4-propylphenyl)ethanamine;hydrochloride"
nps-datahub,14f54111-b967-4d93-881e-7630244e90cc,Diethyltryptamine,"N,N-diethyl-1H-indole-3-ethanamine, hydrochloride; N,N-Diethyltryptaminehydrochloride",Tryptamines; 2020/5.1 Indol-3-alkylamine; 2021/5.1 Indol-3-alkylamine; 2022/5.1 Indol-3-alkylamine,Psychedelic,,,,,,,,,,,,,,,,,,7558-72-7,C14H21ClN2,Tryptamines; 2020/5.1 Indol-3-alkylamine; 2021/5.1 Indol-3-alkylamine; 2022/5.1 Indol-3-alkylamine; Small molecule; Diethyltryptamine - C14H21ClN2 - 7558-72-7,,"N,N-diethyl-1H-indole-3-ethanamine, hydrochloride"
nps-datahub,546e1a81-8961-4e29-bd28-082d093d82ba,5-API,5-API (5-IT) solution; α-methyl-1H-indole-5-ethanamine,Phenethylamines,Stimulant,,,,,,,,,,,,,,,,,,2115707-65-6,C11H15ClN2,Phenethylamines; Small molecule; 5-API - C11H15ClN2 - 2115707-65-6,,α-methyl-1H-indole-5-ethanamine
nps-datahub,abf35317-973f-477b-b3fc-52e28c23fbaf,MDMB-CHMICA-2-Cl-analoge,,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,,C23H31ClN2O3,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; MDMB-CHMICA-2-Cl-analoge - C23H31ClN2O3",,
nps-datahub,f9e56d3d-bcaf-4992-9b17-12da2334a4cb,"3,4-Dichloromethylphenidate","(αR,2R)-rel-α-(3,4-dichlorophenyl)-2-piperidineacetic acid, methyl ester, monohydrochloride; methyl (2S)-2-(3,4-dichlorophenyl)-2-[(2R)-piperidin-2-yl]acetate hydrochloride",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C14H18Cl3NO2,"Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 3,4-Dichloromethylphenidate HCl - C14H18Cl3NO2",,"methyl (2S)-2-(3,4-dichlorophenyl)-2-[(2R)-piperidin-2-yl]acetate hydrochloride"
nps-datahub,5cad41db-4a9f-4115-8f9d-aad7185693b9,Aildenafil,"methisosildenafil; 5-(5-(((3R,5S)-3,5-Dimethylpiperazin-1-yl)sulfonyl)-2-ethoxyphenyl)-1-methyl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7(4H)-one",Lifestyle drug,Other,,,,,,,,,,,,,,,,,,,C23H34ClN6O4S,Lifestyle drug; Small molecule; Aildenafil HCl - C23H34ClN6O4S,,"5-(5-(((3R,5S)-3,5-Dimethylpiperazin-1-yl)sulfonyl)-2-ethoxyphenyl)-1-methyl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7(4H)-one"
nps-datahub,f3224f2a-3d66-4f52-b613-3eaef8c59b0e,MDMB-PCZCA,"methyl 3,3-dimethyl-2-[(9-pentylcarbazol-3-yl)formamido]butanoate; methyl 3,3-dimethyl-2-[(9-pentyl-9H-carbazol-3-yl)formamido]butanoate","Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,,C25H32N2O3,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; MDMB-PCZCA - C25H32N2O3",,"methyl 3,3-dimethyl-2-[(9-pentyl-9H-carbazol-3-yl)formamido]butanoate"
nps-datahub,046ede4c-534a-4cd8-90d5-3aff7b7757b6,2-FMC,2-Fluoromethcathinone (2-FMC); 2-Fluoromethcathinone,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,1186137-35-8,C10H12FNO,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 2-FMC - C10H12FNO - 1186137-35-8,,
nps-datahub,5ecebd96-0c96-41d9-b662-3ce3feb9f450,3-Fluoromethcathinone,1-(3-fluorophenyl)-2-(methylamino)propan-1-one; 3-FMC,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,1049677-77-1,C10H12FNO,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 3-Fluoromethcathinone - C10H12FNO - 1049677-77-1,,
nps-datahub,863271b5-36e5-4b37-82a8-92093807f36f,4-Fluoromethcathinone,1-(4-Fluorophenyl)-2-(methylamino)propan-1-one; 1-(4-fluorophenyl)-2-(methylamino)propan-1-one,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,447-40-5,C10H12FNO,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 4-Fluoromethcathinone - C10H12FNO - 447-40-5,,1-(4-Fluorophenyl)-2-(methylamino)propan-1-one
nps-datahub,d11fdf78-f970-45fc-b47a-500a50ce6f69,AM-2201,(1-(5-fluoropentyl)-3-(1-naphthoyl)indole); 1‐(5‐fluoropentyl)‐3‐(naphthalene‐1‐carbonyl)‐1H‐indole,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,335161-24-5,C24H22FNO,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; AM-2201 - C24H22FNO - 335161-24-5",,1-[(5-Fluoropentyl)-1''H''-indol-3-yl]-(naphthalen-1-yl)methanone
nps-datahub,2affd5d1-8dc0-407b-a220-5cb80cd8b19e,MAM-2201,1-(5-fluoropentyl)-3-(4-methylnaphthalene-1-carbonyl)-1H-indole; (1-(5-fluoropentyl)-1H-indol-3-yl)(4-Methylnaphthalen-1-yl)Methanone,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen",Cannabinoid,,,,,,,,,,,,,,,,,,1354631-24-5,C25H24FNO,"Cannabinoids; 2020/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2021/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; 2022/2.1 Von Indol, Pyrazol und 4-Chinolon abgeleitete Verbindungen; Small molecule; MAM-2201 - C25H24FNO - 1354631-24-5",,(1-(5-fluoropentyl)-1H-indol-3-yl)(4-methyl-1-naphthalenyl)-methanone
nps-datahub,9fe14151-b7c5-4e61-9fae-279b5d5ce515,2C-B,"2-(4-bromo-2,5-dimethoxyphenyl)ethanamine hydrochloride; 4-bromo-2,5-dimethoxy-benzeneethanamine, monohydrochloride",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,56281-37-9,C10H15BrClNO2,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 2C-B - C10H15BrClNO2 - 56281-37-9,,"4-Bromo-2,5-dimethoxyphenethylamine.hydrochloride"
nps-datahub,1a656154-f4ea-4d82-af35-9ab3dad4b318,4-MEC,4-Methylethcathinone; (RS)-2-ethylamino-1-(4-methylphenyl)propan-1-one,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,1266688-86-1,C12H18ClNO,Phenethylamines; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 4-MEC HCl - C12H18ClNO - 1266688-86-1,,(RS)-2-ethylamino-1-(4-methylphenyl)propan-1-one
nps-datahub,2cd5a54b-fb91-49a4-9a85-041aaa87d252,4-MA,1-(4-methylphenyl)propan-2-amine hydrochloride; p-Methylamphetamine,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,41632-56-8,C10H16ClN,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 4-MA HCl - C10H16ClN - 41632-56-8,,1-(4-methylphenyl)propan-2-amine hydrochloride
nps-datahub,f8a04177-0033-4a40-8ca4-33205c15bcb8,Amphetamine,"d,l-Amphetamine.sulfate; 1-Phenylpropan-2-amine.(0.5 sulfate)",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,60-13-9,C18H28N2O4S,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; Amphetamine sulfate - C18H28N2O4S - 60-13-9,,1-phenylpropan-2-amine;sulfuric acid
nps-datahub,9eee25c8-4566-48bb-ac9b-e0ca4f98d822,Butylone,"1-2-(methylamino)-3,4-(methylendioxy)-butyrophenone, bk-MBDB; βk-MBDB",Phenethylamines; Empathogens; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,17762-90-2,C12H16ClNO3,Phenethylamines; Empathogens; Cathinones; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; Butylone HCl - C12H16ClNO3 - 17762-90-2,,"1-(1,3-benzodioxol-5-yl)-2-(methylamino)butan-1-one;hydrochloride"
nps-datahub,c7447ff8-e1f8-4e1d-8a74-8c1880f16975,Cocaine,Coke; Girl,Tropanes,Other,,,,,,,,,,,,,,,,,,53-21-4,C17H22ClNO4,Tropanes; Small molecule; Cocaine HCl - C17H22ClNO4 - 53-21-4,,"methyl (1~{S},2~{R},3~{S},5~{R})-3-benzoyloxy-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate;hydrochloride"
nps-datahub,1e8a5df5-befd-4bcf-98a9-ce59ff033ae1,Methadone,"6-dimethylamino-4,4-diphenylheptan-3-one hydrochloride; (+-)-METHADONE HYDROCHLORIDE--DEA",,Other,,,,,,,,,,,,,,,,,,125-56-4,C21H28ClNO,Small molecule; Methadone - C21H28ClNO - 125-56-4,,"6-dimethylamino-4,4-diphenylheptan-3-one hydrochloride"
nps-datahub,a1ad9140-bb5c-4a8a-bae1-bae3e1625e81,mCPP,"2-Chlorphenylpiperazine; Piperazine, 1-(3-chlorophenyl)-",Piperazines,Empathogen,,,,,,,,,,,,,,,,,,6640-24-0,C10H13ClN2,Piperazines; Small molecule; mCPP - C10H13ClN2 - 6640-24-0,,1-(3-Chlorophenyl) piperazine
nps-datahub,edc7d666-2f4b-4531-bbf0-48b6d8fc91a0,"3,4-MDA","Amphetamine, 3,4-(methylenedioxy)-, hydrochloride; 3,4-Methylenedioxyamphetamine hydrochloride",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,6292-91-7,C10H14ClNO2,"Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 3,4-MDA - C10H14ClNO2 - 6292-91-7",,
nps-datahub,06c070a2-ce89-460b-90dc-a2ef81486215,MDE,"Eve; N-ethyl-α-methyl-1,3-benzodioxole-5-ethanamine, monohydrochloride",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,74341-78-9,C12H18ClNO2,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; MDE HCl - C12H18ClNO2 - 74341-78-9,,"1-(1,3-benzodioxol-5-yl)-N-ethylpropan-2-amine hydrochloride"
nps-datahub,651facd1-06bc-48a5-bbdd-1c94fe231f0a,MDHOET,"3,4-Methylenedioxy-''N''-hydroxyethylamphetamine; 3,4-Methylenedioxy-1-(alpha-methylaminohydroxyethyl)ethane",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,74698-43-4,C12H18ClNO3,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; MDHOET - C12H18ClNO3 - 74698-43-4,,"2-(2-Benzo[1,3]dioxol-5-yl-1-methylethylamino)ethanol"
nps-datahub,6ceca167-fd71-4756-bf1c-b3685b9c14a5,"3,4-MDPV","1-(1,3-benzodioxol-5-yl)-2-(1-pyrrolidinyl)-1-pentanone, monohydrochloride; 3,4-Methylendioxypyrovalerone.HCl (MDPV.HCl)",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,24622-62-6,C16H22ClNO3,"Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 3,4-MDPV HCl - C16H22ClNO3 - 24622-62-6",,"1-(3',4'-Methylenedioxyphenyl)-2-pyrrolidino-1-pentanone hydrochloride"
nps-datahub,f9bf65f4-8957-4bbb-911f-81e412ec82b3,Methamphethamin,"N,alpha-dimethylphenethylamine hydrochloride; N-methyl-1-phenylpropan-2-amine hydrochloride",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,300-42-5,C10H16ClN,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; Methamphethamin - C10H16ClN - 300-42-5,,N-methyl-1-phenylpropan-2-amine hydrochloride
nps-datahub,bf690d9e-a5f4-434e-9ce6-849f9f6715b2,(+)-Pseudoephedrine.HCl,"(1S,2S)-2-methylamino-1-phenylpropan-1-ol hydrochloride; (+)-Pseudoephedrine hydrochloride",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,345-78-8,C10H16ClNO,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; (+)-Pseudoephedrine.HCl - C10H16ClNO - 345-78-8,,"(1S,2S)-2-methylamino-1-phenylpropan-1-ol hydrochloride"
nps-datahub,4d784bf7-283f-4b28-8460-582d01ecc598,PMMA,"p-methoxy-N,alpha-dimethylphenethylamine hydrochloride; 4-MMA",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,3398-68-3,C11H18ClNO,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; PMMA - C11H18ClNO - 3398-68-3,,1-(4-Methoxyphenyl)-N-methyl-propan-2-amine.hydrochloride
nps-datahub,17588b2d-42ce-453d-97e7-14178eb14dd8,pMeOPP,1-(4-Methoxyphenyl)piperazine; 1-(4-Anisyl)piperazine; 4-MeOPP; MeOPP; p-Methoxyphenylpiperazine,Piperazines,Empathogen,,,,,,,,,,,,,,,,,,84145-43-7,C11H17ClN2O,Piperazines; Small molecule; pMeOPP HCl - C11H17ClN2O - 84145-43-7,,
nps-datahub,cb483ad5-5699-4a7a-93b3-7532438d8794,1-benzylpiperazine,Tetrabutylammonium Dihydrogentrifluorid; Tetrabutylammonium dihydrogentrifluoride,Piperazines,Empathogen,,,,,,,,,,,,,,,,,,110475-31-5,C11H17ClN2,Piperazines; Small molecule; 1-benzylpiperazine HCl - C11H17ClN2 - 110475-31-5,,Tetra-n-butylammonium dihydrogentrifluoride
nps-datahub,29a3aff4-8978-479b-90fe-2535948c1aa1,2C-B-fly,2C-B-fly HCl; 2C-bromo-fly,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,178557-21-6,C12H15BrClNO2,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 2C-B-fly - C12H15BrClNO2 - 178557-21-6,,"2-(4-Bromo-2,3,6,7-tetrahydrofuro[2,3-''f''][1]benzofuran-8-yl)ethanamine"
nps-datahub,ca8b17f9-2122-4f87-9719-998ece35fad8,2C-C,"2C-C; 4-chloro-2,5-dimethoxy-benzeneethanamine, monohydrochloride",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,88441-15-0,C10H15Cl2NO2,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 2C-C HCl - C10H15Cl2NO2 - 88441-15-0,,"2-(4-Chloro-2,5-dimethoxy)ethanamine hydrochloride"
nps-datahub,4e3e771e-af3d-4206-8881-d9fda1813fc4,2C-E,"2,5-DIMETHOXY-4-ETHYL PHENETHYLAMINE; 2C-E.HCl",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,923013-67-6,C12H20ClNO2,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 2C-E HCl - C12H20ClNO2 - 923013-67-6,,
nps-datahub,e9492e53-b4e8-490a-a10d-779a63048b26,2C-iP,"2-(4-isopropyl-2,5-dimethoxyphenyl)ethan-1-amine, monohydrochloride; 2C-iP (hydrochloride)",Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen,Stimulant,,,,,,,,,,,,,,,,,,,C13H22ClNO2,Phenethylamines; 2020/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2021/1. Von 2-Phenethylamin abgeleitete Verbindungen; 2022/1. Von 2-Phenethylamin abgeleitete Verbindungen; Small molecule; 2C-iP HCl - C13H22ClNO2,,
nps-datahub,3abe300b-34d4-445e-85c1-5072d42878c2,4-Fluorophenylpiperazine,1-(4-Fluorophenyl)piperazine hydrochloride; 1-(4-fluorophenyl)piperazine;hydron;chloride,Piperazines,Empathogen,,,,,,,,,,,,,,,,,,16141-90-5,C10H14ClFN2,Piperazines; Small molecule; 4-Fluorophenylpiperazine HCl - C10H14ClFN2 - 16141-90-5,,1-(4-Fluorophenyl)piperazine hydrochloride
